,Unnamed: 0,State,County,Latitude,Longitude,AvgPop,state_abbr
687,687,South Carolina,Sumter,33.932794117647056,-80.38086470588236,5551.941176470588,SC
688,688,Florida,Hendry,26.72367142857143,-81.22382857142857,5689.285714285716,FL
689,689,Florida,Osceola,28.189716666666666,-81.32396666666666,78399.83333333331,FL
690,690,Iowa,Osceola,43.3716,-95.62371999999999,751.8,IA
691,691,Michigan,Osceola,43.97726666666667,-85.38000000000002,988.8333333333335,MI
692,692,Florida,Lake,28.815342857142852,-81.70218214285717,11174.071428571431,FL
693,693,Tennessee,Lake,36.32345,-89.47409999999998,3001.5,TN
694,694,Colorado,Lake,39.25335,-106.30235,3564.5,CO
695,695,California,Lake,38.97810714285714,-122.74929285714286,4410.571428571428,CA
696,696,Illinois,Lake,42.314383333333346,-88.00332777777777,16253.777777777776,IL
697,697,Indiana,Lake,41.46885909090909,-87.3904590909091,20609.954545454544,IN
698,698,Ohio,Lake,41.688736842105264,-81.31776315789473,9387.473684210529,OH
699,699,Minnesota,Lake,47.253775,-91.3818,1374.75,MN
700,700,Michigan,Lake,43.96785,-85.7679,758.5,MI
701,701,Montana,Lake,47.68563043478262,-114.1468,659.8260869565217,MT
702,702,Oregon,Lake,42.48348,-120.4302,667.8,OR
703,703,South Dakota,Lake,44.00919999999999,-97.06995,1094.625,SD
704,704,Florida,Lee,26.59519459459459,-81.89808648648648,39050.351351351346,FL
705,705,Texas,Lee,30.299,-96.9686,3231.5,TX
706,706,North Carolina,Lee,35.47265,-79.11595,17909.5,NC
707,707,Virginia,Lee,36.75471666666667,-83.08188333333334,787.8333333333335,VA
708,708,Alabama,Lee,32.601025,-85.389475,31358.5,AL
709,709,Arkansas,Lee,34.74815,-90.8336,667.1666666666666,AR
710,710,Illinois,Lee,41.763366666666656,-89.24430833333332,1916.916666666667,IL
711,711,Georgia,Lee,31.8169,-84.21195,2179.0,GA
712,712,Iowa,Lee,40.65242222222221,-91.46248888888887,2957.444444444445,IA
713,713,Mississippi,Lee,34.273922222222225,-88.66798888888891,7191.0,MS
714,714,South Carolina,Lee,34.140100000000004,-80.16265,2608.0,SC
715,715,Kentucky,Lee,37.5862,-83.7065,1206.0,KY
716,716,Florida,Dixie,29.5442,-83.20335,1956.5,FL
717,717,Florida,Holmes,30.84756,-85.74672,1103.8,FL
718,718,Ohio,Holmes,40.55454444444445,-81.90596666666667,910.5555555555555,OH
719,719,Mississippi,Holmes,33.108428571428576,-90.00422857142857,1225.2857142857142,MS
720,720,Florida,St. Lucie,27.399829999999998,-80.33846,52469.4,FL
721,721,Florida,Charlotte,26.934990000000003,-82.12574000000001,10489.1,FL
722,722,Virginia,Charlotte,37.042425,-78.616875,511.5,VA
723,723,Florida,Flagler,29.5225,-81.2122,82029.8,FL
724,724,Florida,Liberty,30.3084,-84.937225,589.5,FL
725,725,Texas,Liberty,30.16873076923077,-94.8283,2850.384615384615,TX
726,726,Georgia,Liberty,31.8095125,-81.5700375,8000.875,GA
727,727,Montana,Liberty,48.53515,-110.86965,550.5,MT
728,728,Florida,Okeechobee,27.2355,-80.81133333333334,10403.0,FL
729,729,Florida,Manatee,27.48028,-82.60824666666666,10984.2,FL
730,730,Florida,DeSoto,27.2038,-81.8554,13014.5,FL
731,731,Mississippi,DeSoto,34.92747142857143,-90.00575714285714,20073.428571428565,MS
732,732,Florida,Walton,30.64405,-86.2285,4736.0,FL
733,733,Georgia,Walton,33.7644,-83.7696,4842.428571428572,GA
734,734,Florida,Nassau,30.610459999999996,-81.71603999999998,9800.4,FL
735,735,New York,Nassau,40.73948333333333,-73.63010378787881,10240.287878787878,NY
736,736,Florida,Hardee,27.519000000000002,-81.83795555555554,2292.333333333333,FL
737,737,Florida,Hamilton,30.4783,-82.9391,2115.333333333333,FL
738,738,Texas,Hamilton,31.84275,-98.0749,2165.0,TX
739,739,Nebraska,Hamilton,40.9126125,-98.0105875,761.5,NE
740,740,Tennessee,Hamilton,35.14733157894737,-85.20514736842105,26942.526315789477,TN
741,741,New York,Hamilton,43.5944,-74.3822,302.0,NY
742,742,Illinois,Hamilton,38.11155,-88.56037500000002,838.5,IL
743,743,Indiana,Hamilton,40.079725,-86.07047499999999,36975.25,IN
744,744,Iowa,Hamilton,42.365625,-93.7045375,1252.125,IA
745,745,Ohio,Hamilton,39.201544444444416,-84.50718641975311,25802.49382716049,OH
746,746,Kansas,Hamilton,38.00165,-101.8931,931.5,KS
747,747,Florida,Duval,30.313840000000003,-81.57568,240432.6,FL
748,748,Texas,Duval,27.61612,-98.4313,1752.0,TX
749,749,Florida,Madison,30.44993333333333,-83.4495,1640.666666666667,FL
750,750,Texas,Madison,30.9895,-95.83145,2483.0,TX
751,751,Louisiana,Madison,32.362525,-91.084375,2351.5,LA
752,752,North Carolina,Madison,35.83916666666667,-82.68646666666666,1198.3333333333333,NC
753,753,Nebraska,Madison,41.94655,-97.63696666666664,5419.666666666667,NE
754,754,Tennessee,Madison,35.62706666666666,-88.85203333333334,25174.66666666667,TN
755,755,New York,Madison,42.9556,-75.71264166666667,3638.25,NY
756,756,Virginia,Madison,38.3962,-78.2233,856.0,VA
757,757,Alabama,Madison,34.742025,-86.57298333333334,32523.33333333333,AL
758,758,Arkansas,Madison,36.02313333333333,-93.78806666666668,873.6666666666665,AR
759,759,Illinois,Madison,38.82603000000001,-89.95776333333335,9177.166666666666,IL
760,760,Georgia,Madison,34.075700000000005,-83.19763333333333,527.6666666666666,GA
761,761,Indiana,Madison,40.13372666666668,-85.72240666666666,7873.866666666668,IN
762,762,Iowa,Madison,41.3109875,-93.9465375,1015.5,IA
763,763,Idaho,Madison,43.8492,-111.7717,15610.0,ID
764,764,Ohio,Madison,39.8877875,-83.4093125,3495.0,OH
765,765,Missouri,Madison,37.53556666666667,-90.27238333333334,925.3333333333335,MO
766,766,Montana,Madison,45.475985714285706,-111.99641428571431,375.4285714285714,MT
767,767,Mississippi,Madison,32.52562,-90.18792,13602.4,MS
768,768,Kentucky,Madison,37.6605,-84.2912,29020.0,KY
769,769,Florida,Union,30.004933333333334,-82.33206666666666,1821.666666666667,FL
770,770,New Jersey,Union,40.657738461538464,-74.31703076923077,29546.153846153848,NJ
771,771,New Mexico,Union,36.67842,-103.70452000000004,608.0,NM
772,772,Louisiana,Union,32.856028571428574,-92.52842857142856,1026.2857142857142,LA
773,773,North Carolina,Union,35.02161333333333,-80.62692,10471.066666666668,NC
774,774,Tennessee,Union,36.21246666666666,-83.7822,1835.0,TN
775,775,Pennsylvania,Union,40.95546363636363,-76.97083636363638,1538.5454545454545,PA
776,776,Arkansas,Union,33.1826125,-92.5020125,2852.375,AR
777,777,Illinois,Union,37.45338333333333,-89.24966666666668,1614.333333333333,IL
778,778,Georgia,Union,34.8761,-83.9548,611.0,GA
779,779,Indiana,Union,39.60215,-84.8725,1340.5,IN
780,780,Iowa,Union,41.010525,-94.259125,1144.75,IA
781,781,Ohio,Union,40.25854285714287,-83.34257142857143,4290.714285714285,OH
782,782,Mississippi,Union,34.48423333333333,-89.00336666666668,2656.0,MS
783,783,South Carolina,Union,34.730533333333334,-81.58345,2360.1666666666665,SC
784,784,Kentucky,Union,37.67958,-87.89748,2201.8,KY
785,785,Oregon,Union,45.33895,-117.9528375,2691.75,OR
786,786,South Dakota,Union,42.73995714285714,-96.61268571428572,1544.2857142857142,SD
787,787,Florida,Highlands,27.45516666666667,-81.4442,29968.33333333333,FL
788,788,Florida,Bradford,29.93695,-82.16400000000002,1787.0,FL
789,789,Pennsylvania,Bradford,41.80293333333334,-76.54728666666666,2179.933333333333,PA
790,790,Florida,Glades,26.9834,-80.99265,2528.5,FL
791,791,Florida,Leon,30.38325,-84.2561,127900.0,FL
792,792,Texas,Leon,31.2700875,-96.072725,821.375,TX
793,793,Florida,Baker,30.2785,-82.14265,5842.0,FL
794,794,Georgia,Baker,31.3172,-84.3376,600.0,GA
795,795,Oregon,Baker,44.6981125,-117.774575,1383.75,OR
796,796,Wyoming,Platte,42.09437272727273,-104.89960000000002,519.0,WY
797,797,Nebraska,Platte,41.57292,-97.49264,2582.8,NE
798,798,Missouri,Platte,39.329394117647055,-94.72239411764706,1671.9411764705883,MO
799,799,Wyoming,Goshen,41.9566125,-104.2849375,1090.875,WY
800,800,Wyoming,Albany,41.32606,-105.9747,6810.8,WY
